time,,interface,state,bytes_in,bytes_out,rx_dupe,rx_ooo,re-tx,rtt_avg,rcvsize,tx_win,tc_class,tc_mgt,cc_algo,P,C,R,W,arch,
17:23:11.976667,tcp4 127.0.0.1:53769<->localhost:7890,lo0,Established,7793,4750,0,0,0,1.00 ms,402024,405184,BE,-,cubic,-,-,-,-,so,
17:23:11.976719,tcp4 127.0.0.1:53789<->localhost:7890,lo0,Established,7794,4750,0,0,0,1.00 ms,401960,405184,BE,-,cubic,-,-,-,-,so,
17:23:11.976821,tcp4 127.0.0.1:56111<->localhost:7890,lo0,Established,7121,3966,0,0,0,1.00 ms,401960,405184,BE,-,cubic,-,-,-,-,so,
17:23:11.976873,tcp4 127.0.0.1:56134<->localhost:7890,lo0,Established,2513,3842,0,0,0,1.00 ms,406504,405312,BE,-,cubic,-,-,-,-,so,
17:23:11.976925,tcp4 127.0.0.1:56686<->localhost:7890,lo0,Established,4753,5438,0,0,0,1.00 ms,404134,403520,BE,-,cubic,-,-,-,-,so,
17:23:11.977148,tcp4 127.0.0.1:57102<->localhost:7890,lo0,Established,4650,3922,0,0,0,1.00 ms,404134,404864,BE,-,cubic,-,-,-,-,so,
17:23:11.977200,tcp4 127.0.0.1:57212<->localhost:7890,lo0,Established,6705,5320,0,0,0,1.00 ms,402944,404544,BE,-,cubic,-,-,-,-,so,
17:23:11.977262,tcp4 127.0.0.1:57309<->localhost:7890,lo0,Established,5522,7410,0,0,0,1.28 ms,403520,403008,BE,-,cubic,-,-,-,-,so,
17:23:11.977315,tcp4 127.0.0.1:57317<->localhost:7890,lo0,Established,6256,41678,0,0,0,1.00 ms,402688,367232,BE,-,cubic,-,-,-,-,so,
17:23:11.977367,tcp4 127.0.0.1:57349<->localhost:7890,lo0,Established,370513,60714,0,0,0,1.00 ms,300800,350592,BE,-,cubic,-,-,-,-,so,
17:23:11.977419,tcp4 127.0.0.1:57371<->localhost:7890,lo0,Established,14952,88061,0,0,0,1.12 ms,395200,322048,BE,-,cubic,-,-,-,-,so,
17:23:11.977470,tcp4 127.0.0.1:57468<->localhost:7890,lo0,Established,3679,21060,0,0,0,1.00 ms,405376,388544,BE,-,cubic,-,-,-,-,so,
17:23:11.977523,tcp4 127.0.0.1:57480<->localhost:7890,lo0,Established,3866,5075,0,0,0,1.00 ms,405248,404096,BE,-,cubic,-,-,-,-,so,
17:23:11.977575,tcp4 127.0.0.1:57484<->localhost:7890,lo0,Established,8986,22000,0,0,0,1.00 ms,401323,389952,BE,-,cubic,-,-,-,-,so,
17:23:11.977766,tcp4 127.0.0.1:58074<->localhost:7890,lo0,Established,5340,12136,0,0,0,1.00 ms,403392,396736,BE,-,cubic,-,-,-,-,so,
17:23:11.977817,tcp4 127.0.0.1:58131<->localhost:7890,lo0,Established,6934,2074,0,0,0,1.00 ms,401536,406336,BE,-,cubic,-,-,-,-,so,
17:23:11.977868,tcp4 127.0.0.1:58238<->localhost:7890,lo0,Established,6005,5187,0,0,0,1.00 ms,402560,403392,BE,-,cubic,-,-,-,-,so,
17:23:11.977953,tcp4 127.0.0.1:58279<->localhost:7890,lo0,Established,8821,5868,0,0,0,1.00 ms,399744,402688,BE,-,cubic,-,-,-,-,so,
17:23:11.978040,tcp4 127.0.0.1:58302<->localhost:7890,lo0,Established,5764,5048,0,0,0,1.00 ms,402688,403520,BE,-,cubic,-,-,-,-,so,
17:23:11.978177,tcp4 127.0.0.1:58350<->localhost:7890,lo0,Established,9943,11018,0,0,0,1.00 ms,398784,397760,BE,-,cubic,-,-,-,-,so,
17:23:11.978297,tcp4 127.0.0.1:58465<->localhost:7890,lo0,Established,4485,6672,0,0,0,1.00 ms,404096,401920,BE,-,cubic,-,-,-,-,so,
17:23:11.978349,tcp4 127.0.0.1:58477<->localhost:7890,lo0,Established,5713,5170,0,0,0,1.00 ms,402816,403520,BE,-,cubic,-,-,-,-,so,
17:23:11.978383,tcp4 127.0.0.1:58478<->localhost:7890,lo0,Established,7704,11705,0,0,0,1.00 ms,400832,396992,BE,-,cubic,-,-,-,-,so,
17:23:11.978451,tcp4 127.0.0.1:58487<->localhost:7890,lo0,Established,7609,3016,0,0,0,1.00 ms,400896,405504,BE,-,cubic,-,-,-,-,so,
17:23:11.978925,java.35621,,,2112182,5751,0,0,0,,,,,,,,,,,,
17:23:11.974390,tcp4 127.0.0.1:58371<->localhost:58370,lo0,Established,2112182,5751,0,0,0,1.00 ms,269655,402624,BE,-,cubic,-,-,-,-,so,
17:23:11.978931,java.35731,,,5751,2112182,0,0,0,,,,,,,,,,,,
17:23:11.974373,tcp4 127.0.0.1:58370<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.974407,tcp4 127.0.0.1:58370<->localhost:58371,lo0,Established,5751,2112182,0,0,0,1.22 ms,402624,269696,BE,-,cubic,-,-,-,-,so,
17:23:11.974442,tcp4 127.0.0.1:60363<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.974512,tcp4 127.0.0.1:62311<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.978952,node.35901,,,0,0,0,0,0,,,,,,,,,,,,
17:23:11.974425,tcp6 *.8081<->*.*,,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.978957,clash-verge.29793,,,0,0,0,0,0,,,,,,,,,,,,
17:23:11.974459,tcp4 127.0.0.1:33331<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.978963,verge-mihomo.29866,,,5875433,26845796,35126,209886,691346,,,,,,,,,,,,
17:23:11.978519,tcp4 192.168.1.23:58497<->public1.alidns.com:853,en0,Established,4283,1789,0,0,0,17.38 ms,131072,43008,BE,-,cubic,1,-,-,-,so,
17:23:11.974477,tcp4 127.0.0.1:7890<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.974690,tcp4 127.0.0.1:7890<->localhost:52794,lo0,FinWait2,1090,19658137,0,0,506700,4.00 ms,407296,468224,BE,-,cubic,-,-,-,-,so,
17:23:11.974920,tcp4 127.0.0.1:7890<->localhost:56160,lo0,FinWait2,223,39,0,0,0,1.00 ms,408128,408320,BE,-,cubic,-,-,-,-,so,
17:23:11.974992,tcp4 127.0.0.1:7890<->localhost:60643,lo0,Established,21985,15851,0,0,0,1.00 ms,403746,407552,BE,-,cubic,-,-,-,-,so,
17:23:11.975027,tcp4 127.0.0.1:7890<->localhost:60644,lo0,Established,22961,20825,0,0,0,1.00 ms,403938,403584,BE,-,cubic,-,-,-,-,so,
17:23:11.975043,tcp6 240e:390:9af:5e50:dd5f:3fd7:42d:47fb.60687<->240e:83:200::17d.443,en0,Established,21021,23137,208,0,210,36.50 ms,131072,76800,BE,-,cubic,1,-,-,-,so,
17:23:11.975061,tcp6 240e:390:9af:5e50:dd5f:3fd7:42d:47fb.60691<->240e:83:200::17d.443,en0,Established,15969,22041,130,0,90,36.34 ms,131072,76800,BE,-,cubic,1,-,-,-,so,
17:23:11.975133,tcp6 240e:390:9af:5e50:dd5f:3fd7:42d:47fb.61222<->240e:e1:a800:120::42.8080,en0,Established,30814,82980,120,0,1502,37.50 ms,131072,65535,BE,-,cubic,1,-,-,-,so,
17:23:11.975184,tcp4 192.168.1.23:61525<->82.40.35.23:51703,en0,Established,1738316,121225,9593,184173,12361,102.97 ms,131072,135168,BE,-,cubic,1,-,-,-,so,
17:23:11.975221,tcp4 127.0.0.1:7890<->localhost:61564,lo0,Established,11248,7863,0,0,0,1.00 ms,405348,407552,BE,-,cubic,-,-,-,-,so,
17:23:11.975238,tcp4 192.168.1.23:61565<->49.7.48.66:443,en0,Established,7851,12532,0,0,1318,54.44 ms,131072,43008,BE,-,cubic,1,-,-,-,so,
17:23:11.975273,tcp6 240e:390:9af:5e50:dd5f:3fd7:42d:47fb.61583<->240e:978:d04:3002::13.8080,en0,Established,844078,361205,4229,0,1173,43.41 ms,353404,524800,BE,-,cubic,1,-,-,-,so,
17:23:11.975310,tcp4 127.0.0.1:7890<->localhost:61600,lo0,Established,7662,5705,0,0,0,1.00 ms,405184,406528,BE,-,cubic,-,-,-,-,so,
17:23:11.975326,tcp4 192.168.1.23:61601<->82.40.35.23:51703,en0,Established,12208,16267,63,0,2002,68.69 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.975361,tcp4 127.0.0.1:7890<->localhost:61646,lo0,Established,12948,45346,0,0,0,1.00 ms,404800,367808,BE,-,cubic,-,-,-,-,so,
17:23:11.975385,tcp4 192.168.1.23:61647<->82.40.35.23:51703,en0,Established,50330,21314,0,10624,3735,77.62 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.975425,tcp4 192.168.1.23:61675<->17.57.145.153:5223,en0,Established,14263,45582,0,0,0,106.06 ms,131072,31872,BE,-,cubic,1,-,-,-,so,
17:23:11.975460,tcp4 127.0.0.1:7890<->localhost:61691,lo0,Established,10165,17236,0,0,0,1.00 ms,404736,396928,BE,-,cubic,-,-,-,-,so,
17:23:11.975476,tcp4 192.168.1.23:61692<->82.40.35.23:51703,en0,Established,26544,20069,126,865,691,80.00 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.975520,tcp4 192.168.1.23:61721<->101.91.29.17:443,en0,Established,235675,515560,2211,0,5018,24.41 ms,131072,238336,BE,-,cubic,1,-,-,-,so,
17:23:11.975559,tcp4 127.0.0.1:7890<->localhost:61736,lo0,Established,74073,35245,0,0,0,1.00 ms,344896,377152,BE,-,cubic,-,-,-,-,so,
17:23:11.975575,tcp4 192.168.1.23:61737<->82.40.35.23:51703,en0,Established,47773,96705,114,1389,2985,53.50 ms,131072,219136,BE,-,cubic,1,-,-,-,so,
17:23:11.975611,tcp4 127.0.0.1:7890<->localhost:61774,lo0,Established,60543,59409,0,0,0,1.00 ms,352118,350848,BE,-,cubic,-,-,-,-,so,
17:23:11.975646,tcp4 127.0.0.1:7890<->localhost:61775,lo0,Established,60525,59423,0,0,0,1.00 ms,352118,350848,BE,-,cubic,-,-,-,-,so,
17:23:11.975662,tcp4 192.168.1.23:61777<->58.220.18.20:7826,en0,Established,60585,62024,1188,0,1518,23.22 ms,262144,395264,BE,-,cubic,1,-,-,-,so,
17:23:11.975679,tcp4 192.168.1.23:61776<->58.220.18.20:7826,en0,Established,60599,62144,1188,0,1656,20.41 ms,262144,391168,BE,-,cubic,1,-,-,-,so,
17:23:11.975714,tcp4 192.168.1.23:61818<->82.40.35.23:51703,en0,Established,523006,588949,2646,0,38525,60.25 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.975750,tcp4 192.168.1.23:61874<->101.226.95.60:443,en0,Established,169241,275450,1476,0,7060,25.06 ms,131072,64640,BE,-,cubic,1,-,-,-,so,
17:23:11.975786,tcp6 240e:390:9af:5e50:dd5f:3fd7:42d:47fb.61894<->240e:e9:6003:215::87.443,en0,Established,5921,11176,0,0,131,32.56 ms,262144,64128,BE,-,cubic,1,-,-,-,so,
17:23:11.975822,tcp4 127.0.0.1:7890<->localhost:61917,lo0,Established,7510,5657,0,0,0,1.22 ms,405312,406528,BE,-,cubic,-,-,-,-,so,
17:23:11.975839,tcp4 192.168.1.23:61920<->82.40.35.23:51703,en0,Established,12145,18178,126,0,4143,109.06 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.975874,tcp4 127.0.0.1:7890<->localhost:61931,lo0,Established,7542,10240,0,0,0,1.00 ms,405248,401984,BE,-,cubic,-,-,-,-,so,
17:23:11.975891,tcp4 192.168.1.23:61932<->82.40.35.23:51703,en0,Established,16641,15407,0,0,1340,109.84 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.975937,tcp4 127.0.0.1:7890<->localhost:61944,lo0,Established,7574,5656,0,0,0,1.00 ms,405248,406528,BE,-,cubic,-,-,-,-,so,
17:23:11.975953,tcp4 192.168.1.23:61945<->82.40.35.23:51703,en0,Established,12081,15238,63,0,1139,79.00 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.975989,tcp4 127.0.0.1:7890<->localhost:61946,lo0,Established,7542,5656,0,0,0,1.00 ms,405248,406528,BE,-,cubic,-,-,-,-,so,
17:23:11.976005,tcp4 192.168.1.23:61947<->82.40.35.23:51703,en0,Established,12081,15206,63,0,1139,111.94 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976041,tcp4 127.0.0.1:7890<->localhost:61967,lo0,Established,7510,5656,0,0,0,1.00 ms,405312,406528,BE,-,cubic,-,-,-,-,so,
17:23:11.976057,tcp4 192.168.1.23:61968<->82.40.35.23:51703,en0,Established,12018,15107,0,423,1072,70.97 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976092,tcp4 127.0.0.1:7890<->localhost:61974,lo0,Established,7606,5656,0,0,0,1.22 ms,405184,406528,BE,-,cubic,-,-,-,-,so,
17:23:11.976109,tcp4 192.168.1.23:61975<->82.40.35.23:51703,en0,Established,12018,17313,0,0,3182,109.06 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976144,tcp4 127.0.0.1:7890<->localhost:61976,lo0,Established,7574,5656,0,0,0,1.00 ms,405248,406528,BE,-,cubic,-,-,-,-,so,
17:23:11.976161,tcp4 192.168.1.23:61977<->82.40.35.23:51703,en0,Established,12144,15238,126,0,1139,103.31 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976196,tcp4 127.0.0.1:7890<->localhost:61978,lo0,Established,7578,5632,0,0,0,1.00 ms,405184,406528,BE,-,cubic,-,-,-,-,so,
17:23:11.976212,tcp4 192.168.1.23:61979<->82.40.35.23:51703,en0,Established,11955,17112,0,46,3048,110.84 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976248,tcp4 127.0.0.1:7890<->localhost:61999,lo0,Established,7514,5634,0,0,0,1.00 ms,405248,406528,BE,-,cubic,-,-,-,-,so,
17:23:11.976264,tcp4 192.168.1.23:62000<->82.40.35.23:51703,en0,Established,12335,15139,378,46,1139,60.22 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976300,tcp4 127.0.0.1:7890<->localhost:62169,lo0,Established,243016,10773,0,0,0,1.00 ms,431040,399872,BE,-,cubic,-,-,-,-,so,
17:23:11.976316,tcp4 192.168.1.23:62170<->82.40.35.23:51703,en0,Established,14027,254706,0,735,7958,98.94 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976351,tcp4 127.0.0.1:7890<->localhost:64329,lo0,Established,6762,9545,0,0,0,1.00 ms,405248,402048,BE,-,cubic,-,-,-,-,so,
17:23:11.976368,tcp4 192.168.1.23:64330<->82.40.35.23:51703,en0,Established,14849,12893,0,0,737,106.03 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976441,tcp4 192.168.1.23:65302<->82.40.35.23:51703,en0,Established,13035,10016,126,0,804,63.38 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976475,tcp4 192.168.1.23:65304<->82.40.35.23:51703,en0,Established,13035,9882,126,3442,670,86.34 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976511,tcp4 127.0.0.1:7890<->localhost:65368,lo0,Established,6398,9234,0,0,0,1.00 ms,405248,401984,BE,-,cubic,-,-,-,-,so,
17:23:11.976527,tcp4 192.168.1.23:65369<->82.40.35.23:51703,en0,Established,14249,12385,252,3017,1139,53.78 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976562,tcp4 127.0.0.1:7890<->localhost:65370,lo0,Established,6334,4650,0,0,0,1.00 ms,405312,406528,BE,-,cubic,-,-,-,-,so,
17:23:11.976579,tcp4 192.168.1.23:65371<->82.40.35.23:51703,en0,Established,9626,11690,252,0,469,86.25 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976633,tcp4 127.0.0.1:7890<->localhost:53068,lo0,Established,29100,63357,0,0,0,1.00 ms,404032,356160,BE,-,cubic,-,-,-,-,so,
17:23:11.976650,tcp4 192.168.1.23:53070<->82.40.35.23:51703,en0,Established,78247,50540,458,0,6660,96.59 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976685,tcp4 127.0.0.1:7890<->localhost:53769,lo0,Established,4750,7793,0,0,0,1.00 ms,405184,402048,BE,-,cubic,-,-,-,-,so,
17:23:11.976701,tcp4 192.168.1.23:53770<->82.40.35.23:51703,en0,Established,10352,9072,63,0,1775,62.03 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976736,tcp4 127.0.0.1:7890<->localhost:53789,lo0,Established,4750,7794,0,0,0,1.00 ms,405184,401984,BE,-,cubic,-,-,-,-,so,
17:23:11.976753,tcp4 192.168.1.23:53790<->82.40.35.23:51703,en0,Established,10217,9005,0,137,1708,117.59 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976787,tcp4 127.0.0.1:7890<->localhost:55065,lo0,FinWait2,3790,7970,0,0,0,1.00 ms,404608,400512,BE,-,cubic,-,-,-,-,so,
17:23:11.976839,tcp4 127.0.0.1:7890<->localhost:56111,lo0,Established,3966,7121,0,0,0,1.00 ms,405184,401984,BE,-,cubic,-,-,-,-,so,
17:23:11.976856,tcp4 192.168.1.23:56113<->82.40.35.23:51703,en0,Established,8452,5421,0,0,0,77.41 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976891,tcp4 127.0.0.1:7890<->localhost:56134,lo0,Established,3842,2513,0,0,0,1.00 ms,405312,406528,BE,-,cubic,-,-,-,-,so,
17:23:11.976908,tcp4 192.168.1.23:56136<->82.40.35.23:51703,en0,Established,3766,5459,0,0,201,78.16 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976943,tcp4 127.0.0.1:7890<->localhost:56686,lo0,Established,5438,4753,0,0,0,1.12 ms,403520,404160,BE,-,cubic,-,-,-,-,so,
17:23:11.976959,tcp4 192.168.1.23:56687<->82.40.35.23:51703,en0,Established,5953,8011,181,0,1508,77.94 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.976995,tcp4 127.0.0.1:7890<->localhost:56795,lo0,Established,10800,9387,0,0,0,1.00 ms,398528,399552,BE,-,cubic,-,-,-,-,so,
17:23:11.977011,tcp4 192.168.1.23:56797<->82.40.35.23:51703,en0,Established,10257,13273,0,78,1592,85.50 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.977047,tcp4 127.0.0.1:7890<->localhost:56879,lo0,Established,10774,9386,0,0,0,1.00 ms,398592,399552,BE,-,cubic,-,-,-,-,so,
17:23:11.977063,tcp4 192.168.1.23:56880<->82.40.35.23:51703,en0,Established,10212,11655,0,0,0,73.59 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.977098,tcp4 127.0.0.1:7890<->localhost:56947,lo0,FinWait2,2489,2912,0,0,0,1.00 ms,405888,405568,BE,-,cubic,-,-,-,-,so,
17:23:11.977131,tcp4 127.0.0.1:7890<->localhost:56949,lo0,FinWait2,2606,17205,0,0,0,1.00 ms,405888,391360,BE,-,cubic,-,-,-,-,so,
17:23:11.977166,tcp4 127.0.0.1:7890<->localhost:57102,lo0,Established,3922,4650,0,0,0,1.00 ms,404864,404160,BE,-,cubic,-,-,-,-,so,
17:23:11.977182,tcp4 192.168.1.23:57103<->82.40.35.23:51703,en0,Established,5694,4900,181,0,69,69.91 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.977218,tcp4 127.0.0.1:7890<->localhost:57212,lo0,Established,5320,6705,0,0,0,1.00 ms,404514,402944,BE,-,cubic,-,-,-,-,so,
17:23:11.977244,tcp4 192.168.1.23:57213<->117.21.231.93:443,en0,Established,7499,5379,806,0,90,83.97 ms,262144,42496,BE,-,cubic,1,-,-,-,so,
17:23:11.977280,tcp4 127.0.0.1:7890<->localhost:57309,lo0,Established,7410,5522,0,0,0,1.00 ms,402973,403520,BE,-,cubic,-,-,-,-,so,
17:23:11.977297,tcp4 192.168.1.23:57313<->36.25.243.102:443,en0,Established,5485,7188,2,0,0,21.38 ms,131072,523264,BE,-,cubic,1,-,-,-,so,
17:23:11.977333,tcp4 127.0.0.1:7890<->localhost:57317,lo0,Established,41678,6256,0,0,0,1.00 ms,367232,402688,BE,-,cubic,-,-,-,-,so,
17:23:11.977349,tcp4 192.168.1.23:57318<->82.40.35.23:51703,en0,Established,6936,43729,0,1185,1440,100.56 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.977385,tcp4 127.0.0.1:7890<->localhost:57349,lo0,Established,60714,370513,0,0,0,1.00 ms,350592,300800,BE,-,cubic,-,-,-,-,so,
17:23:11.977401,tcp4 192.168.1.23:57352<->61.174.43.15:443,en0,Established,377797,68943,7323,0,8465,17.94 ms,307156,78336,BE,-,cubic,1,-,-,-,so,
17:23:11.977437,tcp4 127.0.0.1:7890<->localhost:57371,lo0,Established,88061,14952,0,0,0,1.00 ms,322048,395200,BE,-,cubic,-,-,-,-,so,
17:23:11.977453,tcp4 192.168.1.23:57374<->82.40.35.23:51703,en0,Established,17011,92358,0,111,2772,55.91 ms,131072,75776,BE,-,cubic,1,-,-,-,so,
17:23:11.977490,tcp4 127.0.0.1:7890<->localhost:57468,lo0,Established,21060,3679,0,0,0,1.00 ms,388544,405376,BE,-,cubic,-,-,-,-,so,
17:23:11.977506,tcp4 192.168.1.23:57470<->82.40.35.23:51703,en0,Established,4549,23390,0,0,1588,66.12 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.977541,tcp4 127.0.0.1:7890<->localhost:57480,lo0,Established,5075,3866,0,0,0,1.00 ms,404096,405248,BE,-,cubic,-,-,-,-,so,
17:23:11.977558,tcp4 192.168.1.23:57483<->82.40.35.23:51703,en0,Established,4936,6038,0,148,156,92.34 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.977593,tcp4 127.0.0.1:7890<->localhost:57484,lo0,Established,22000,8986,0,0,0,1.00 ms,389952,401344,BE,-,cubic,-,-,-,-,so,
17:23:11.977609,tcp4 192.168.1.23:57485<->82.40.35.23:51703,en0,Established,12157,25540,0,0,510,93.09 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.977644,tcp4 192.168.1.23:57785<->82.40.35.23:51703,en0,Established,2802,48768,0,0,1440,111.50 ms,131072,86016,BE,-,cubic,1,-,-,-,so,
17:23:11.977679,tcp4 192.168.1.23:57936<->82.40.35.23:51703,en0,Established,1684,1270,0,0,0,75.81 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.977714,tcp4 192.168.1.23:57938<->82.40.35.23:51703,en0,Established,80805,2208236,546,1049,30240,48.16 ms,131072,1015808,BE,-,cubic,1,-,-,-,so,
17:23:11.977748,tcp4 192.168.1.23:57956<->82.40.35.23:51703,en0,Established,9670,594968,0,0,1166,79.03 ms,131072,288768,BE,-,cubic,1,-,-,-,so,
17:23:11.977783,tcp4 127.0.0.1:7890<->localhost:58074,lo0,Established,12136,5340,0,0,0,1.00 ms,396736,403392,BE,-,cubic,-,-,-,-,so,
17:23:11.977799,tcp4 192.168.1.23:58077<->82.40.35.23:51703,en0,Established,5781,18318,0,0,5760,61.81 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.977834,tcp4 127.0.0.1:7890<->localhost:58131,lo0,Established,2074,6934,0,0,0,1.00 ms,406336,401536,BE,-,cubic,-,-,-,-,so,
17:23:11.977850,tcp4 192.168.1.23:58132<->82.40.35.23:51703,en0,Established,7185,2401,0,205,0,55.31 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.977885,tcp4 127.0.0.1:7890<->localhost:58238,lo0,Established,5187,6005,0,0,0,1.00 ms,403392,402560,BE,-,cubic,-,-,-,-,so,
17:23:11.977902,tcp4 192.168.1.23:58239<->122.248.50.180:7826,en0,Established,5993,5150,0,0,0,27.22 ms,262144,67072,BE,-,cubic,1,-,-,-,so,
17:23:11.977937,tcp4 127.0.0.1:7890<->localhost:58254,lo0,FinWait2,2993,354,0,0,0,1.00 ms,405504,408064,BE,-,cubic,-,-,-,-,so,
17:23:11.977972,tcp4 127.0.0.1:7890<->localhost:58279,lo0,Established,5868,8821,0,0,0,1.00 ms,402688,399744,BE,-,cubic,-,-,-,-,so,
17:23:11.977988,tcp4 192.168.1.23:58281<->82.40.35.23:51703,en0,Established,9150,7620,0,0,1440,100.00 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.978023,tcp4 192.168.1.23:58301<->82.40.35.23:51703,en0,Established,5707,54047,0,0,1440,52.56 ms,131072,67584,BE,-,cubic,1,-,-,-,so,
17:23:11.978057,tcp4 127.0.0.1:7890<->localhost:58302,lo0,Established,5048,5764,0,0,0,1.00 ms,403520,402688,BE,-,cubic,-,-,-,-,so,
17:23:11.978073,tcp4 192.168.1.23:58304<->125.122.91.80:443,en0,Established,5725,4818,0,0,0,18.16 ms,131072,40960,BE,-,cubic,1,-,-,-,so,
17:23:11.978109,tcp4 127.0.0.1:7890<->localhost:58336,lo0,Established,4142,1730,0,0,0,1.00 ms,404416,406784,BE,-,cubic,-,-,-,-,so,
17:23:11.978125,tcp4 192.168.1.23:58337<->122.228.195.17:443,en0,Established,1691,5358,0,0,1452,14.88 ms,262144,42496,BE,-,cubic,1,-,-,-,so,
17:23:11.978160,tcp4 192.168.1.23:58343<->82.40.35.23:51703,en0,Established,1684,1270,0,0,0,60.56 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.978196,tcp4 127.0.0.1:7890<->localhost:58350,lo0,Established,11018,9943,0,0,0,1.00 ms,397760,398784,BE,-,cubic,-,-,-,-,so,
17:23:11.978212,tcp4 192.168.1.23:58352<->82.40.35.23:51703,en0,Established,10428,12887,0,2213,1440,87.16 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.978229,tcp4 192.168.1.23:58416<->1.12.12.21:443,en0,Established,19400,7479,0,0,1583,44.00 ms,131072,64128,BE,-,cubic,1,-,-,-,so,
17:23:11.978264,tcp4 127.0.0.1:7890<->localhost:58418,lo0,Established,948,5766,0,0,0,1.00 ms,407424,402688,BE,-,cubic,-,-,-,-,so,
17:23:11.978280,tcp4 192.168.1.23:58419<->ec2-140-179-169-55.cn-north-1.compute.amazonaws.com.cn:443,en0,Established,5727,815,0,0,0,64.19 ms,131072,62464,BE,-,cubic,1,-,-,-,so,
17:23:11.978316,tcp4 127.0.0.1:7890<->localhost:58465,lo0,Established,6672,4485,0,0,0,1.00 ms,401920,404096,BE,-,cubic,-,-,-,-,so,
17:23:11.978332,tcp4 192.168.1.23:58466<->82.40.35.23:51703,en0,Established,5398,8081,628,0,1058,59.00 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.978367,tcp4 127.0.0.1:7890<->localhost:58477,lo0,Established,5170,5713,0,0,0,1.00 ms,403520,402816,BE,-,cubic,-,-,-,-,so,
17:23:11.978400,tcp4 127.0.0.1:7890<->localhost:58478,lo0,Established,11705,7704,0,0,0,1.00 ms,396992,400832,BE,-,cubic,-,-,-,-,so,
17:23:11.978417,tcp6 240e:390:9af:5e50:dd5f:3fd7:42d:47fb.58480<->240e:f7:e01f:f1::31.443,en0,Established,5674,4934,0,0,0,13.03 ms,262144,42496,BE,-,cubic,1,-,-,-,so,
17:23:11.978434,tcp4 192.168.1.23:58483<->183.131.155.8:443,en0,Established,7665,11473,0,0,0,13.03 ms,262144,42496,BE,-,cubic,1,-,-,-,so,
17:23:11.978469,tcp4 127.0.0.1:7890<->localhost:58487,lo0,Established,3016,7609,0,0,0,1.00 ms,405504,400896,BE,-,cubic,-,-,-,-,so,
